Date_Created,Tweet_ID,Language
Wed Apr 01 16:34:47 +0000 2020,1245389155573604359,en
Wed Apr 01 15:00:35 +0000 2020,1245365448809406464,en
Wed Apr 01 05:58:29 +0000 2020,1245229025515241472,tr
Wed Apr 01 22:24:43 +0000 2020,1245477218035400705,und
Wed Apr 01 16:24:09 +0000 2020,1245386480903544833,es
Wed Apr 01 18:08:15 +0000 2020,1245412678916378624,es
Wed Apr 01 05:11:02 +0000 2020,1245217082989350912,en
Wed Apr 01 05:05:34 +0000 2020,1245215708918632450,en
Wed Apr 01 08:09:43 +0000 2020,1245262051074879491,en
Wed Apr 01 08:38:05 +0000 2020,1245269190665048066,en
Wed Apr 01 06:49:02 +0000 2020,1245241746306588673,und
Wed Apr 01 09:01:14 +0000 2020,1245275013822820352,en
Wed Apr 01 22:00:14 +0000 2020,1245471055444979713,en
Wed Apr 01 21:42:50 +0000 2020,1245466677032124416,en
Wed Apr 01 23:39:44 +0000 2020,1245496096098521090,en
Wed Apr 01 05:05:23 +0000 2020,1245215660692492291,ja
Wed Apr 01 21:08:17 +0000 2020,1245457982223089664,es
Wed Apr 01 20:55:21 +0000 2020,1245454728659640323,tr
Wed Apr 01 23:00:15 +0000 2020,1245486161381847040,tl
Wed Apr 01 14:58:34 +0000 2020,1245364943081238530,en
Wed Apr 01 02:01:33 +0000 2020,1245169400577130499,en
Wed Apr 01 19:00:43 +0000 2020,1245425881734172673,en
Wed Apr 01 12:26:51 +0000 2020,1245326761090519040,en
Wed Apr 01 08:40:23 +0000 2020,1245269769470660608,zh
Wed Apr 01 04:27:25 +0000 2020,1245206106504179712,en
Wed Apr 01 14:52:13 +0000 2020,1245363343705001986,tl
Wed Apr 01 15:21:41 +0000 2020,1245370759897182211,tl
Wed Apr 01 14:25:27 +0000 2020,1245356606914793472,en
Wed Apr 01 14:36:05 +0000 2020,1245359282847178752,de
Wed Apr 01 10:17:34 +0000 2020,1245294225937367040,und
Wed Apr 01 05:34:00 +0000 2020,1245222864514580481,en
Wed Apr 01 17:00:53 +0000 2020,1245395724952465410,es
Wed Apr 01 08:42:19 +0000 2020,1245270255657771009,und
Wed Apr 01 13:37:57 +0000 2020,1245344651755819009,de
Wed Apr 01 03:46:12 +0000 2020,1245195733004771328,en
Wed Apr 01 17:24:01 +0000 2020,1245401544239038472,de
Wed Apr 01 21:53:38 +0000 2020,1245469396199489542,en
Wed Apr 01 16:00:48 +0000 2020,1245380601336573952,es
Wed Apr 01 16:19:21 +0000 2020,1245385272088350722,es
Wed Apr 01 14:44:50 +0000 2020,1245361485733335040,ro
Wed Apr 01 10:50:26 +0000 2020,1245302496316121088,en
Wed Apr 01 13:06:44 +0000 2020,1245336799871995904,und
Wed Apr 01 14:48:17 +0000 2020,1245362355552149506,und
Wed Apr 01 17:59:15 +0000 2020,1245410412259971072,es
Wed Apr 01 07:06:28 +0000 2020,1245246132206395397,en
Wed Apr 01 15:46:42 +0000 2020,1245377054574628865,es
Wed Apr 01 13:11:32 +0000 2020,1245338007684681728,en
Wed Apr 01 17:31:14 +0000 2020,1245403362817949696,en
Wed Apr 01 18:34:12 +0000 2020,1245419205920358402,en
Wed Apr 01 21:42:32 +0000 2020,1245466602423889921,und
Wed Apr 01 03:35:37 +0000 2020,1245193069630291968,ru
Wed Apr 01 20:51:27 +0000 2020,1245453748538916870,en
Wed Apr 01 06:13:15 +0000 2020,1245232739344764928,en
Wed Apr 01 07:55:30 +0000 2020,1245258475028037633,en
Wed Apr 01 06:21:32 +0000 2020,1245234826669588485,en
Wed Apr 01 14:48:10 +0000 2020,1245362324795461632,zh
Wed Apr 01 14:14:49 +0000 2020,1245353932458799106,en
Wed Apr 01 11:54:25 +0000 2020,1245318600296034305,en
Wed Apr 01 18:54:11 +0000 2020,1245424237638111233,en
Wed Apr 01 04:00:21 +0000 2020,1245199297961848832,en
Wed Apr 01 16:40:31 +0000 2020,1245390599491973127,en
Wed Apr 01 11:52:15 +0000 2020,1245318053060984832,en
Wed Apr 01 16:36:52 +0000 2020,1245389678267727873,en
Wed Apr 01 18:22:39 +0000 2020,1245416300240875520,fr
Wed Apr 01 08:14:45 +0000 2020,1245263316827754501,fr
Wed Apr 01 15:10:25 +0000 2020,1245367924254101504,und
Wed Apr 01 21:53:12 +0000 2020,1245469288976257029,de
Wed Apr 01 12:48:50 +0000 2020,1245332292060327936,en
Wed Apr 01 16:02:13 +0000 2020,1245380960801001475,es
Wed Apr 01 10:43:57 +0000 2020,1245300865105264640,de
Wed Apr 01 07:49:05 +0000 2020,1245256857159114752,en
Wed Apr 01 04:39:55 +0000 2020,1245209253188534272,en
Wed Apr 01 20:31:35 +0000 2020,1245448749494616064,en
Wed Apr 01 02:56:57 +0000 2020,1245183340258430978,ja
Wed Apr 01 18:00:45 +0000 2020,1245410791026757647,en
Wed Apr 01 04:45:06 +0000 2020,1245210559529668610,tl
Wed Apr 01 23:35:38 +0000 2020,1245495066786811904,und
Wed Apr 01 09:45:13 +0000 2020,1245286085019815936,ru
Wed Apr 01 17:01:52 +0000 2020,1245395972458344448,es
Wed Apr 01 23:49:57 +0000 2020,1245498667919794179,en
Wed Apr 01 13:51:29 +0000 2020,1245348059338297350,und
Wed Apr 01 16:08:00 +0000 2020,1245382413028450305,es
Wed Apr 01 22:43:57 +0000 2020,1245482059671502849,en
Wed Apr 01 10:21:25 +0000 2020,1245295193827336192,en
Wed Apr 01 16:13:51 +0000 2020,1245383886705696774,fr
Wed Apr 01 16:21:08 +0000 2020,1245385718123421701,fr
Wed Apr 01 23:36:15 +0000 2020,1245495222609436672,und
Wed Apr 01 18:49:04 +0000 2020,1245422947126464512,pl
Wed Apr 01 23:50:43 +0000 2020,1245498860899684352,en
Wed Apr 01 07:06:33 +0000 2020,1245246153001705472,en
Wed Apr 01 17:00:00 +0000 2020,1245395503090675714,en
Wed Apr 01 15:42:51 +0000 2020,1245376085224636417,en
Wed Apr 01 14:49:48 +0000 2020,1245362734725660673,en
Wed Apr 01 14:28:33 +0000 2020,1245357387114045441,de
Wed Apr 01 06:19:12 +0000 2020,1245234237973782530,en
Wed Apr 01 06:20:08 +0000 2020,1245234472477327360,ru
Wed Apr 01 01:09:58 +0000 2020,1245156415959957504,und
Wed Apr 01 03:23:45 +0000 2020,1245190083570880512,en
Wed Apr 01 09:13:04 +0000 2020,1245277995264126976,en
Wed Apr 01 05:19:14 +0000 2020,1245219146280951808,und
Wed Apr 01 23:15:50 +0000 2020,1245490081420328961,en
Wed Apr 01 18:54:07 +0000 2020,1245424221284491264,es
Wed Apr 01 21:55:11 +0000 2020,1245469787406434311,en
Wed Apr 01 02:50:43 +0000 2020,1245181770523381761,en
Wed Apr 01 09:42:42 +0000 2020,1245285451490942976,ru
Wed Apr 01 17:53:47 +0000 2020,1245409038122139649,es
Wed Apr 01 16:35:35 +0000 2020,1245389357264949255,es
Wed Apr 01 12:34:47 +0000 2020,1245328759131160576,en
Wed Apr 01 18:46:31 +0000 2020,1245422306865942530,de
Wed Apr 01 10:44:27 +0000 2020,1245300992431796224,de
Wed Apr 01 22:32:00 +0000 2020,1245479053769019394,en
Wed Apr 01 16:56:36 +0000 2020,1245394645590384643,es
Wed Apr 01 12:10:23 +0000 2020,1245322614861684738,en
Wed Apr 01 14:56:40 +0000 2020,1245364462510469123,en
Wed Apr 01 00:14:37 +0000 2020,1245142488769150976,en
Wed Apr 01 20:39:43 +0000 2020,1245450796482940929,en
Wed Apr 01 13:44:43 +0000 2020,1245346356274716677,en
Wed Apr 01 22:26:49 +0000 2020,1245477748291895297,en
Wed Apr 01 11:02:46 +0000 2020,1245305601552297985,en
Wed Apr 01 14:32:22 +0000 2020,1245358349702631430,en
Wed Apr 01 12:15:45 +0000 2020,1245323967126212609,und
Wed Apr 01 00:18:20 +0000 2020,1245143422895304704,sv
Wed Apr 01 11:00:22 +0000 2020,1245304995823538176,en
Wed Apr 01 15:50:38 +0000 2020,1245378042782003209,es
Wed Apr 01 06:26:29 +0000 2020,1245236070154825729,ru
Wed Apr 01 07:30:35 +0000 2020,1245252202521747456,en
Wed Apr 01 19:05:26 +0000 2020,1245427068365443073,en
Wed Apr 01 00:36:17 +0000 2020,1245147939338694656,en
Wed Apr 01 21:18:28 +0000 2020,1245460546255638528,ko
Wed Apr 01 10:09:11 +0000 2020,1245292114575077376,ru
Wed Apr 01 00:36:37 +0000 2020,1245148022956122112,en
Wed Apr 01 16:38:41 +0000 2020,1245390136323518464,en
Wed Apr 01 22:32:11 +0000 2020,1245479096135454721,ko
Wed Apr 01 11:45:18 +0000 2020,1245316303944126464,en
Wed Apr 01 18:45:43 +0000 2020,1245422107577761793,en
Wed Apr 01 18:40:46 +0000 2020,1245420859688452102,tr
